Place of Interest,Type of place,Place address,BiciMAD station,Station Location
Sor Marta,Monumento de la ciudad de Madrid,C Francisco y Jacinto Alcántara 1, Paseo de la Florida,Paseo de la Florida nº 8
Sor Marta,Monumento de la ciudad de Madrid,C Francisco y Jacinto Alcántara 1, Paseo de Moret,Paseo de Moret nº 11
Suintila,Monumento de la ciudad de Madrid,Pza Oriente , Plaza Ramales,Plaza de Ramales
Suintila,Monumento de la ciudad de Madrid,Pza Oriente , San Quintín,Calle Pavía nº 6
Suintila,Monumento de la ciudad de Madrid,Pza Oriente , Palacio de Oriente,Calle Carlos III nº 1
Tablero de ajedrez,Monumento de la ciudad de Madrid,Avda Puerta de Hierro 4, Ciudad Universitaria 2,Avenida de la Complutense (Metro Ciudad Universitaria)
Tablero de ajedrez,Monumento de la ciudad de Madrid,Avda Puerta de Hierro 4, Ciudad Universitaria 1,Avenida de la Complutense (Metro Ciudad Universitaria)
Tablero de ajedrez,Monumento de la ciudad de Madrid,Avda Puerta de Hierro 4, INEF,Avenida Juan de Herrera frente a la calle Paul Guinard
Templete Meseta de Orcasitas,Monumento de la ciudad de Madrid,Avda Rafaela Ybarra 101, Glorieta de Cádiz,Calle Antonio López nº 129
Templete Meseta de Orcasitas,Monumento de la ciudad de Madrid,Avda Rafaela Ybarra 101, Antonio López,Calle Eugenio Caxes frente al nº 12
Templete Meseta de Orcasitas,Monumento de la ciudad de Madrid,Avda Rafaela Ybarra 101, San Delfín,Calle San Delfín nº 9
Templete Villarrosa,Monumento de la ciudad de Madrid,C Aconcagua , Carlota O’Neill,Calle Carlota O'Neill nº 32
Templete Villarrosa,Monumento de la ciudad de Madrid,C Aconcagua , C.D. Concepción,Calle Jose del Hierro nº 5
Templete Villarrosa,Monumento de la ciudad de Madrid,C Aconcagua , Condesa de Venadito,Calle Condesa de Venadito nº 2
Templete de música del parque de Roma,Monumento de la ciudad de Madrid,C Juan Esplandiú , Parque Roma,Calle Alcalde Sáinz de Baranda frente al nº 107
Templete de música del parque de Roma,Monumento de la ciudad de Madrid,C Juan Esplandiú , Camino Vinateros,Calle Camino de los Vinateros nº 28
Templete de música del parque de Roma,Monumento de la ciudad de Madrid,C Juan Esplandiú , Sainz de Baranda,Calle Doctor Esquerdo nº 99
Templete elíptico del Parque de El Capricho,Monumento de la ciudad de Madrid, , Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Templete elíptico del Parque de El Capricho,Monumento de la ciudad de Madrid, , Carlota O’Neill,Calle Carlota O'Neill nº 32
Templete elíptico del Parque de El Capricho,Monumento de la ciudad de Madrid, , C.D. Concepción,Calle Jose del Hierro nº 5
"Templo de Debod, estanque con Surtidor",Monumento de la ciudad de Madrid, , Ferraz,Calle Evaristo San Miguel nº 2
"Templo de Debod, estanque con Surtidor",Monumento de la ciudad de Madrid, , Quintana,Calle Quintana nº 11
"Templo de Debod, estanque con Surtidor",Monumento de la ciudad de Madrid, , Pintor Rosales,Paseo del Pintor Rosales frente al nº 38
Teniente Jacinto Ruíz Mendoza,Monumento de la ciudad de Madrid,Pza Rey , Banco de España A,Calle Alcalá nº 49
Teniente Jacinto Ruíz Mendoza,Monumento de la ciudad de Madrid,Pza Rey , Prim,Calle Prim nº 2
Teniente Jacinto Ruíz Mendoza,Monumento de la ciudad de Madrid,Pza Rey , Augusto Figueroa,Calle Augusto Figueroa nº 33
Tetraedro-Fuego,Monumento de la ciudad de Madrid, , Metro Pirámides,Paseo de los Olmos nº 28
Tetraedro-Fuego,Monumento de la ciudad de Madrid, , Pirámides,Calle Toledo nº 181
Tetraedro-Fuego,Monumento de la ciudad de Madrid, , Paseo de la Esperanza,Paseo de la Esperanza nº 2
Thalía,Monumento de la ciudad de Madrid, , Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63
Thalía,Monumento de la ciudad de Madrid, , Puerta del Pacífico ,Avenida de Menéndez Pelayo nº 73
Thalía,Monumento de la ciudad de Madrid, , Pío Baroja,Calle Pío Baroja nº 10
Thomas Alva Edison,Monumento de la ciudad de Madrid, , Pedro Rico,Calle Pedro Rico nº 4
Thomas Alva Edison,Monumento de la ciudad de Madrid, , Manuel Caldeiro,Paseo de la Castellana nº 298
Thomas Alva Edison,Monumento de la ciudad de Madrid, , Torre Cepsa,Calle Sinesio Delgado nº 2
Tirso de Molina,Monumento de la ciudad de Madrid,Pza Tirso de Molina , Conde de Romanones,Plaza del Conde de Romanones nº 9
Tirso de Molina,Monumento de la ciudad de Madrid,Pza Tirso de Molina , Jacinto Benavente,Plaza de Jacinto Benavente
Tirso de Molina,Monumento de la ciudad de Madrid,Pza Tirso de Molina , Plaza de Nelson Mandela,Calle Mesón de Paredes nº 35
Tolosa Latour,Monumento de la ciudad de Madrid,Pº Duque de Fernán Núñez , Menéndez Pelayo,Avenida de Menéndez Pelayo con calle Poeta Esteban Villegas
Tolosa Latour,Monumento de la ciudad de Madrid,Pº Duque de Fernán Núñez , Puerta del Pacífico ,Avenida de Menéndez Pelayo nº 73
Tolosa Latour,Monumento de la ciudad de Madrid,Pº Duque de Fernán Núñez , Puerta de Granada,Avenida de Menéndez Pelayo nº 38
Tomás Borrás Bermejo,Monumento de la ciudad de Madrid,C Tomás Borrás 2, Paseo de las Delicias,Paseo de las Delicias nº 92
Tomás Borrás Bermejo,Monumento de la ciudad de Madrid,C Tomás Borrás 2, Jaime el Conquistador,Calle Jaime el Conquistador nº 30
Tomás Borrás Bermejo,Monumento de la ciudad de Madrid,C Tomás Borrás 2, Beata,Calle Alicante nº 3
Tomás Bretón,Monumento de la ciudad de Madrid,CALLE CAMPOMANES 13, Santo Domingo,Plaza de Santo Domingo nº 1
Tomás Bretón,Monumento de la ciudad de Madrid,CALLE CAMPOMANES 13, Palacio de Oriente,Calle Carlos III nº 1
Tomás Bretón,Monumento de la ciudad de Madrid,CALLE CAMPOMANES 13, San Quintín,Calle Pavía nº 6
Topografía funcional,Monumento de la ciudad de Madrid,Avda General Fanjul 2, Caramuel,Calle Caramuel nº 51
Topografía funcional,Monumento de la ciudad de Madrid,Avda General Fanjul 2, Ermita Santo,Paseo de la Ermita del Santo nº 48
Topografía funcional,Monumento de la ciudad de Madrid,Avda General Fanjul 2, Puerta del Ángel,Plaza Puerta del Ángel nº 4
Toreros de la Beneficencia,Monumento de la ciudad de Madrid,CALLE ALCALA 231, Alcalá,Calle Alejandro González nº 1
Toreros de la Beneficencia,Monumento de la ciudad de Madrid,CALLE ALCALA 231, Ventas,Avenida de los Toreros nº 49
Toreros de la Beneficencia,Monumento de la ciudad de Madrid,CALLE ALCALA 231, Marqués de Zafra,Paseo Marqués de Zafra nº 24
Toros de Guisando,Monumento de la ciudad de Madrid, , Marroquina,Calle Camino de los Vinateros nº 108
Toros de Guisando,Monumento de la ciudad de Madrid, , Plaza del Encuentro,Calle Arroyo de las Pilillas nº 6
Toros de Guisando,Monumento de la ciudad de Madrid, , Camino Vinateros,Calle Camino de los Vinateros nº 28
Toros ibéricos,Monumento de la ciudad de Madrid,Pº Castellana 41, Castellana 42,Paseo de la Castellana nº 42
Toros ibéricos,Monumento de la ciudad de Madrid,Pº Castellana 41, Paseo de la Castellana ,Paseo de la Castellana nº 43
Toros ibéricos,Monumento de la ciudad de Madrid,Pº Castellana 41, Ortega y Gasset,Calle José Ortega y Gasset nº 4
Torre de iluminación y comunicaciones (Faro de la Moncloa),Monumento de la ciudad de Madrid,Avda Arco de la Victoria 2, Moncloa,Paseo de Moret nº 2
Torre de iluminación y comunicaciones (Faro de la Moncloa),Monumento de la ciudad de Madrid,Avda Arco de la Victoria 2, Arcipreste de Hita B,Calle Arcipreste de Hita nº 12
Torre de iluminación y comunicaciones (Faro de la Moncloa),Monumento de la ciudad de Madrid,Avda Arco de la Victoria 2, Hospital Clínico,Calle Isaac Peral nº 44
Torso,Monumento de la ciudad de Madrid,ESTACION DE METRO CHAMARTIN , Chamartín,Calle Rodríguez Jaén nº 40
Torso,Monumento de la ciudad de Madrid,ESTACION DE METRO CHAMARTIN , Torre Cepsa,Calle Sinesio Delgado nº 2
Torso,Monumento de la ciudad de Madrid,ESTACION DE METRO CHAMARTIN , Manuel Caldeiro,Paseo de la Castellana nº 298
Torso de Arquero,Monumento de la ciudad de Madrid,C Arturo Soria 206, Colombia,Calle Colombia nº 7
Torso de Arquero,Monumento de la ciudad de Madrid,C Arturo Soria 206, Pío XII,Avenida Pío XII nº 3
Torso de Arquero,Monumento de la ciudad de Madrid,C Arturo Soria 206, Corazón de María,Calle Santa Hortensia nº 31
Tras Julia,Monumento de la ciudad de Madrid,C Pez 42, San Bernardo,Calle San Bernardo nº 22
Tras Julia,Monumento de la ciudad de Madrid,C Pez 42, San Vicente Ferrer,Calle San Vicente Ferrer nº 64
Tras Julia,Monumento de la ciudad de Madrid,C Pez 42, Plaza de Juan Pujol,Calle Espíritu Santo nº 30
Traída de aguas al Barrio de Usera,Monumento de la ciudad de Madrid,C Marcelo Usera 144, San Delfín,Calle San Delfín nº 9
Traída de aguas al Barrio de Usera,Monumento de la ciudad de Madrid,C Marcelo Usera 144, Antonio López,Calle Eugenio Caxes frente al nº 12
Traída de aguas al Barrio de Usera,Monumento de la ciudad de Madrid,C Marcelo Usera 144, Glorieta de Cádiz,Calle Antonio López nº 129
Triángulo de Oro,Monumento de la ciudad de Madrid,CALLE BRAVO MURILLO 376, Quevedo,Glorieta de Quevedo nº 5
Triángulo de Oro,Monumento de la ciudad de Madrid,CALLE BRAVO MURILLO 376, General Álvarez de Castro,Calle del General Álvarez de Castro nº 1
Triángulo de Oro,Monumento de la ciudad de Madrid,CALLE BRAVO MURILLO 376, Fernando el Católico,Calle Fernando el Católico nº 19
Tríptico Paseo de la Castellana,Monumento de la ciudad de Madrid,Pº Castellana 41, Castellana 42,Paseo de la Castellana nº 42
Tríptico Paseo de la Castellana,Monumento de la ciudad de Madrid,Pº Castellana 41, Ortega y Gasset,Calle José Ortega y Gasset nº 4
Tríptico Paseo de la Castellana,Monumento de la ciudad de Madrid,Pº Castellana 41, Embajada de Italia,Calle Velázquez nº 75
Tríptico en el Hospital de Jornaleros,Monumento de la ciudad de Madrid,CALLE MAUDES 17, Raimundo Fernández,Calle Raimundo Fernández Villaverde nº 33
Tríptico en el Hospital de Jornaleros,Monumento de la ciudad de Madrid,CALLE MAUDES 17, Glorieta de los Cuatro Caminos,Calle Santa Engracia nº 168
Tríptico en el Hospital de Jornaleros,Monumento de la ciudad de Madrid,CALLE MAUDES 17, Cuatro Caminos 2,Calle Doctor Santero nº 1
Túnel de Bonaparte. Panel informativo,Monumento de la ciudad de Madrid,Pº Ermita de la Virgen del Puerto , Paseo de la Florida,Paseo de la Florida nº 8
Túnel de Bonaparte. Panel informativo,Monumento de la ciudad de Madrid,Pº Ermita de la Virgen del Puerto , Segovia 45,Calle Segovia nº 45
Túnel de Bonaparte. Panel informativo,Monumento de la ciudad de Madrid,Pº Ermita de la Virgen del Puerto , Ferraz,Calle Evaristo San Miguel nº 2
Umbráculo del Parque del Manzanares,Monumento de la ciudad de Madrid,CAMINO PERALES , Glorieta de Cádiz,Calle Antonio López nº 129
Umbráculo del Parque del Manzanares,Monumento de la ciudad de Madrid,CAMINO PERALES , Embajadores 191,Calle Sodio nº 1B
Umbráculo del Parque del Manzanares,Monumento de la ciudad de Madrid,CAMINO PERALES , Legazpi,Calle Bolívar nº 3
Un Personaje Importante,Monumento de la ciudad de Madrid,Trav Felipe de Diego , Concordia,Calle Arroyo del Olivar nº 6
Un Personaje Importante,Monumento de la ciudad de Madrid,Trav Felipe de Diego , Sierra Toledana,Camino de Valderribas nº 94
Un Personaje Importante,Monumento de la ciudad de Madrid,Trav Felipe de Diego , Puente de Vallecas,Avenida de la Albufera nº 6
Un món per a infants,Monumento de la ciudad de Madrid,PASEO CASTELLANA 41, Paseo de la Castellana ,Paseo de la Castellana nº 43
Un món per a infants,Monumento de la ciudad de Madrid,PASEO CASTELLANA 41, Castellana 42,Paseo de la Castellana nº 42
Un món per a infants,Monumento de la ciudad de Madrid,PASEO CASTELLANA 41, Rubén Darío,Glorieta Rubén Darío 2
Un pintor para El Prado,Monumento de la ciudad de Madrid,C Ruiz de Alarcón , Espalter,Calle Espalter nº 1
Un pintor para El Prado,Monumento de la ciudad de Madrid,C Ruiz de Alarcón , Antonio Maura,Calle Antonio Maura nº 15
Un pintor para El Prado,Monumento de la ciudad de Madrid,C Ruiz de Alarcón , Huertas,Calle Jesús nº 1
Unidad vecinal Nº 5 Entrevías,Monumento de la ciudad de Madrid,C Cazorla , Concordia,Calle Arroyo del Olivar nº 6
Unidad vecinal Nº 5 Entrevías,Monumento de la ciudad de Madrid,C Cazorla , Méndez Álvaro,Calle Retama nº 5
Unidad vecinal Nº 5 Entrevías,Monumento de la ciudad de Madrid,C Cazorla , Puente de Vallecas,Avenida de la Albufera nº 6
Unidades-Yunta,Monumento de la ciudad de Madrid,PASEO CASTELLANA 35, Castellana 42,Paseo de la Castellana nº 42
Unidades-Yunta,Monumento de la ciudad de Madrid,PASEO CASTELLANA 35, Paseo de la Castellana ,Paseo de la Castellana nº 43
Unidades-Yunta,Monumento de la ciudad de Madrid,PASEO CASTELLANA 35, Rubén Darío,Glorieta Rubén Darío 2
Universidad Complutense de Madrid,Monumento de la ciudad de Madrid,C Martín Fierro , INEF,Avenida Juan de Herrera frente a la calle Paul Guinard
Universidad Complutense de Madrid,Monumento de la ciudad de Madrid,C Martín Fierro , Paseo de Moret,Paseo de Moret nº 11
Universidad Complutense de Madrid,Monumento de la ciudad de Madrid,C Martín Fierro , Ciudad Universitaria 2,Avenida de la Complutense (Metro Ciudad Universitaria)
Urraca,Monumento de la ciudad de Madrid,PARQUE RETIRO , Castelló,Calle Alcalá nº 111
Urraca,Monumento de la ciudad de Madrid,PARQUE RETIRO , Alcalá,Avenida de Menéndez Pelayo nº 3
Urraca,Monumento de la ciudad de Madrid,PARQUE RETIRO , Puerta de Madrid,Avenida de Menéndez Pelayo esquina calle O'Donnell
Vagón-plataforma de tren,Monumento de la ciudad de Madrid, , Embajadores 191,Calle Sodio nº 1B
Vagón-plataforma de tren,Monumento de la ciudad de Madrid, , Juan Martín,Calle Juan Martín el Empecinado nº 16
Vagón-plataforma de tren,Monumento de la ciudad de Madrid, , Méndez Álvaro,Calle Méndez Álvaro nº 11
Valle-Inclán. Café de la Montaña,Monumento de la ciudad de Madrid,C Alcalá 2, Puerta del Sol A,Puerta del Sol nº 1
Valle-Inclán. Café de la Montaña,Monumento de la ciudad de Madrid,C Alcalá 2, Puerta del Sol B,Puerta del Sol nº 1
Valle-Inclán. Café de la Montaña,Monumento de la ciudad de Madrid,C Alcalá 2, Carretas,Calle Carretas nº 8
Valle-Inclán. Cueva de Zaratustra,Monumento de la ciudad de Madrid,C Mayor 84, Plaza Ramales,Plaza de Ramales
Valle-Inclán. Cueva de Zaratustra,Monumento de la ciudad de Madrid,C Mayor 84, Segovia 26,Calle Segovia nº 26
Valle-Inclán. Cueva de Zaratustra,Monumento de la ciudad de Madrid,C Mayor 84, Plaza del Cordón,Plaza del Cordón
Valle-Inclán. Presidente Ateneo,Monumento de la ciudad de Madrid,C Santa Catalina 10, Marqués de Cubas,Calle del Marqués de Cubas nº 25
Valle-Inclán. Presidente Ateneo,Monumento de la ciudad de Madrid,C Santa Catalina 10, Sevilla,Calle Alcalá nº 27
Valle-Inclán. Presidente Ateneo,Monumento de la ciudad de Madrid,C Santa Catalina 10, Plaza de Santa Ana,Plaza de Santa Ana nº 10
Vasco Núñez de Balboa,Monumento de la ciudad de Madrid,Avda Reyes Católicos 6, Moncloa,Paseo de Moret nº 2
Vasco Núñez de Balboa,Monumento de la ciudad de Madrid,Avda Reyes Católicos 6, Hospital Clínico,Calle Isaac Peral nº 44
Vasco Núñez de Balboa,Monumento de la ciudad de Madrid,Avda Reyes Católicos 6, Arcipreste de Hita B,Calle Arcipreste de Hita nº 12
Vela,Monumento de la ciudad de Madrid,C Ribera del Sena , Carlota O’Neill,Calle Carlota O'Neill nº 32
Vela,Monumento de la ciudad de Madrid,C Ribera del Sena , C.D. Concepción,Calle Jose del Hierro nº 5
Vela,Monumento de la ciudad de Madrid,C Ribera del Sena , Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Velázquez,Monumento de la ciudad de Madrid,C Serrano 13, Colón B,Calle Serrano nº 34
Velázquez,Monumento de la ciudad de Madrid,Pº Prado , Espalter,Calle Espalter nº 1
Velázquez,Monumento de la ciudad de Madrid,C Serrano 13, Villanueva,Calle Claudio Coello nº 109
Ventana a Madrid,Monumento de la ciudad de Madrid,C San Isidro , Ermita Santo,Paseo de la Ermita del Santo nº 48
Ventana a Madrid,Monumento de la ciudad de Madrid,C San Isidro , Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9
Ventana a Madrid,Monumento de la ciudad de Madrid,C San Isidro , Caramuel,Calle Caramuel nº 51
Venus,Monumento de la ciudad de Madrid,Pº Recoletos , Biblioteca Nacional,Paseo de Recoletos nº 20
Venus,Monumento de la ciudad de Madrid,Pº Recoletos , Columela,Calle Serrano nº 8
Venus,Monumento de la ciudad de Madrid,Pº Recoletos , Plaza de la Independencia,Plaza de la Independencia nº 6
Venus emergiendo de las aguas,Monumento de la ciudad de Madrid, , Glorieta de Cádiz,Calle Antonio López nº 129
Venus emergiendo de las aguas,Monumento de la ciudad de Madrid, , Antonio López,Calle Eugenio Caxes frente al nº 12
Venus emergiendo de las aguas,Monumento de la ciudad de Madrid, , Legazpi,Calle Bolívar nº 3
Vicente Aleixandre,Monumento de la ciudad de Madrid,Gta Presidente García Moreno , Reina Victoria,Calle Beatriz de Bobadilla frente al nº 2
Vicente Aleixandre,Monumento de la ciudad de Madrid,CALLE VICENTE ALEIXANDRE 3, Reina Victoria,Calle Beatriz de Bobadilla frente al nº 2
Vicente Aleixandre,Monumento de la ciudad de Madrid,Gta Presidente García Moreno , San Francisco de Sales,Calle General Ampudia nº 2
Vicente Pastor,Monumento de la ciudad de Madrid,C Embajadores 5, Plaza de la Cebada,Plaza de la Cebada nº 16 
Vicente Pastor,Monumento de la ciudad de Madrid,C Embajadores 5, Plaza de Nelson Mandela,Calle Mesón de Paredes nº 35
Vicente Pastor,Monumento de la ciudad de Madrid,C Embajadores 5, Conde de Romanones,Plaza del Conde de Romanones nº 9
Vicálvaro a la Guardia Civil,Monumento de la ciudad de Madrid,PASEO ARTILLEROS 1, Pavones,Calle Hacienda de Pavones nº 342
Vicálvaro a la Guardia Civil,Monumento de la ciudad de Madrid,PASEO ARTILLEROS 1, Marroquina,Calle Camino de los Vinateros nº 108
Vicálvaro a la Guardia Civil,Monumento de la ciudad de Madrid,PASEO ARTILLEROS 1, Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Viga,Monumento de la ciudad de Madrid, , Carlota O’Neill,Calle Carlota O'Neill nº 32
Viga,Monumento de la ciudad de Madrid, , Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Viga,Monumento de la ciudad de Madrid, , C.D. Concepción,Calle Jose del Hierro nº 5
Villa Rotonda,Monumento de la ciudad de Madrid,C Aconcagua , Carlota O’Neill,Calle Carlota O'Neill nº 32
Villa Rotonda,Monumento de la ciudad de Madrid,C Aconcagua , C.D. Concepción,Calle Jose del Hierro nº 5
Villa Rotonda,Monumento de la ciudad de Madrid,C Aconcagua , Condesa de Venadito,Calle Condesa de Venadito nº 2
Virgen Blanca (Virgen del Asedio),Monumento de la ciudad de Madrid, , Hospital Clínico,Calle Isaac Peral nº 44
Virgen Blanca (Virgen del Asedio),Monumento de la ciudad de Madrid, , Moncloa,Paseo de Moret nº 2
Virgen Blanca (Virgen del Asedio),Monumento de la ciudad de Madrid, , Cea Bermúdez,Calle Cea Bermúdez nº 59
